Nyomtatvany,Kod,Adoazon,Adattípus,Max_hossz,Lap,Sor,Oszlop,Dinamikus,EAzon,Kihagyva,Megnevezes
2408M,13841,adozo_adoszam,S,11,2408M,1,0,F,0A0001C001A,F,
2408M,13842,adozo_adoazonosito_jel,S,10,2408M,2,0,F,0A0001C002A,F,
2408M,13843,adozo_nev,S,75,2408M,3,0,F,0A0001C003A,F,
2408M,17428,adozo_csaladi_titulus,S,11,2408M,4,0,F,0A0001C004A,F,
2408M,17429,adozo_csaladi_vnev,S,40,2408M,5,0,F,0A0001C005A,F,
2408M,17430,adozo_csaladi_knev,S,40,2408M,6,0,F,0A0001C006A,F,
2408M,13844,adoazonosito_jel,S,10,2408M,7,0,F,0A0001C007A,F,
2408M,13845,neme,S,1,2408M,8,0,F,0A0001C008A,F,
2408M,13846,allampolgarsag,S,2,2408M,9,0,F,0A0001C009A,F,
2408M,13847,adoszam,S,11,2408M,10,0,F,0A0001C010A,F,
2408M,21917,kulfoldi_illetekessegu,L,1,2408M,11,0,F,0A0001C011A,F,
2408M,25399,EU_adoazonosito,S,21,2408M,12,0,F,0A0001C012A,F,
2408M,16960,tulajdonostars_adoszam,S,11,2408M,13,0,F,0A0001C013A,F,
2408M,22731,kulfoldi_illetekessegu_allam,S,2,2408M,14,0,F,0A0001C014A,F,
2408M,13848,tevekenyseg_azonosito,S,15,2408M,15,0,F,0A0001C015A,F,
2408M,13849,csaladi_gazd_nyszam,S,12,2408M,16,0,F,0A0001C016A,F,
2408M,6275,csaladi_titulus,S,11,2408M,17,0,F,0A0001C017A,F,
2408M,14807,csaladi_vnev,S,40,2408M,18,0,F,0A0001C018A,F,
2408M,14808,csaladi_knev,S,40,2408M,19,0,F,0A0001C019A,F,
2408M,20517,elozo_titulus,S,11,2408M,20,0,F,0A0001C020A,F,
2408M,20518,elozo_vnev,S,40,2408M,21,0,F,0A0001C021A,F,
2408M,20519,elozo_knev,S,40,2408M,22,0,F,0A0001C022A,F,
2408M,17052,szuletesi_vnev,S,40,2408M,23,0,F,0A0001C023A,F,
2408M,17053,szuletesi_knev,S,40,2408M,24,0,F,0A0001C024A,F,
2408M,17054,anyja_szuletesi_vnev,S,40,2408M,25,0,F,0A0001C025A,F,
2408M,17055,anyja_szuletesi_knev,S,40,2408M,26,0,F,0A0001C026A,F,
2408M,13854,szuletesi_hely,S,40,2408M,27,0,F,0A0001C027A,F,
2408M,13855,szuletesi_ido,N,8,2408M,28,0,F,0A0001C028A,F,
2408M,16672,tajszam,S,9,2408M,1,0,F,0A0001D001A,F,
2408M,24579,Külföldi_TAJ,L,1,2408M,2,0,F,0A0001D002A,F,
2408M,16697,bevtol,N,8,2408M,1,0,F,0A0001E001A,F,
2408M,16698,bevig,N,8,2408M,2,0,F,0A0001E002A,F,
2408M,16699,jelolje_helyesbites,S,1,2408M,3,0,F,0A0001E003A,F,
2408M,16700,jelolje_Tvel,S,1,2408M,4,0,F,0A0001E004A,F,
2408M,24233,Tbj_87,L,1,2408M,5,0,F,0A0001E005A,F,
2408M,20513,tarsas_vallalk_adoszam,S,11,2408M,1,0,F,0A0001F001A,F,
2408M,20516,tarsas_vallalk_nev,S,40,2408M,2,0,F,0A0001F002A,F,
2408M,12152,adozo_adoszam_04,S,11,2408M-04,1,0,F,0B0001B001A,F,
2408M,12151,adozo_adoazonosito_jel_04,S,10,2408M-04,2,0,F,0B0001B002A,F,
2408M,12154,adoazonosito_jel_04,S,10,2408M-04,3,0,F,0B0001B003A,F,
2408M,12155,adoszam_04,S,11,2408M-04,4,0,F,0B0001B004A,F,
2408M,17012,csaladi_titulus_04,S,11,2408M-04,5,0,F,0B0001B005A,F,
2408M,17010,csaladi_vnev_04,S,40,2408M-04,6,0,F,0B0001B006A,F,
2408M,17011,csaladi_knev_04,S,40,2408M-04,7,0,F,0B0001B007A,F,
2408M,25140,jelolje_Xel_04,L,1,2408M-04,1,0,F,0B0001C001A,F,
2408M,12156,D300,N,11,2408M-04,300,4,F,0B0001D0300DA,F,Teszt
2408M,24664,E300,N,11,2408M-04,300,5,F,0B0001D0300EA,F,
2408M,25142,F300,N,11,2408M-04,300,6,F,0B0001D0300FA,F,
2408M,25270,G300,N,11,2408M-04,300,7,F,0B0001D0300GA,F,
2408M,12157,A301,S,1,2408M-04,301,1,F,0B0001D0301AA,F,
2408M,12158,B301,N,11,2408M-04,301,2,F,0B0001D0301BA,F,
2408M,12159,C301,N,11,2408M-04,301,3,F,0B0001D0301CA,F,
2408M,12160,D301,N,11,2408M-04,301,4,F,0B0001D0301DA,F,
2408M,24665,E301,N,11,2408M-04,301,5,F,0B0001D0301EA,F,
2408M,25143,F301,N,11,2408M-04,301,6,F,0B0001D0301FA,F,
2408M,25271,G301,N,11,2408M-04,301,7,F,0B0001D0301GA,F,
2408M,23999,A302,S,1,2408M-04,302,1,F,0B0001D0302AA,F,
2408M,24000,B302,N,11,2408M-04,302,2,F,0B0001D0302BA,F,
2408M,24001,C302,N,11,2408M-04,302,3,F,0B0001D0302CA,F,
2408M,24002,D302,N,11,2408M-04,302,4,F,0B0001D0302DA,F,
2408M,24670,E302,N,11,2408M-04,302,5,F,0B0001D0302EA,F,
2408M,25148,F302,N,11,2408M-04,302,6,F,0B0001D0302FA,F,
2408M,25276,G302,N,11,2408M-04,302,7,F,0B0001D0302GA,F,
2408M,12164,D303,N,11,2408M-04,303,4,F,0B0001D0303DA,F,
2408M,24666,E303,N,11,2408M-04,303,5,F,0B0001D0303EA,F,
2408M,25144,F303,N,11,2408M-04,303,6,F,0B0001D0303FA,F,
2408M,25272,G303,N,11,2408M-04,303,7,F,0B0001D0303GA,F,
2408M,12165,D304,N,11,2408M-04,304,4,F,0B0001D0304DA,F,
2408M,24667,E304,N,11,2408M-04,304,5,F,0B0001D0304EA,F,
2408M,25145,F304,N,11,2408M-04,304,6,F,0B0001D0304FA,F,
2408M,25273,G304,N,11,2408M-04,304,7,F,0B0001D0304GA,F,
2408M,12166,A305,S,1,2408M-04,305,1,F,0B0001D0305AA,F,
2408M,12167,B305,N,11,2408M-04,305,2,F,0B0001D0305BA,F,
2408M,12168,C305,N,11,2408M-04,305,3,F,0B0001D0305CA,F,
2408M,12169,D305,N,11,2408M-04,305,4,F,0B0001D0305DA,F,
2408M,24668,E305,N,11,2408M-04,305,5,F,0B0001D0305EA,F,
2408M,25146,F305,N,11,2408M-04,305,6,F,0B0001D0305FA,F,
2408M,25274,G305,N,11,2408M-04,305,7,F,0B0001D0305GA,F,
2408M,12177,A306,S,1,2408M-04,306,1,F,0B0001D0306AA,F,
2408M,12172,B306,N,11,2408M-04,306,2,F,0B0001D0306BA,F,
2408M,14117,C306,N,11,2408M-04,306,3,F,0B0001D0306CA,F,
2408M,14116,D306,N,11,2408M-04,306,4,F,0B0001D0306DA,F,
2408M,24669,E306,N,11,2408M-04,306,5,F,0B0001D0306EA,F,
2408M,25147,F306,N,11,2408M-04,306,6,F,0B0001D0306FA,F,
2408M,25275,G306,N,11,2408M-04,306,7,F,0B0001D0306GA,F,
2408M,24252,B307,N,11,2408M-04,307,2,F,0B0001D0307BA,F,
2408M,24253,C307,N,11,2408M-04,307,3,F,0B0001D0307CA,F,
2408M,24254,D307,N,11,2408M-04,307,4,F,0B0001D0307DA,F,
2408M,24896,B308,N,11,2408M-04,308,2,F,0B0001D0308BA,F,
2408M,24900,C308,N,11,2408M-04,308,3,F,0B0001D0308CA,F,
2408M,24968,D308,N,11,2408M-04,308,4,F,0B0001D0308DA,F,
2408M,24671,E308,N,11,2408M-04,308,5,F,0B0001D0308EA,F,
2408M,25149,F308,N,11,2408M-04,308,6,F,0B0001D0308FA,F,
2408M,25277,G308,N,11,2408M-04,308,7,F,0B0001D0308GA,F,
2408M,24897,B309,N,11,2408M-04,309,2,F,0B0001D0309BA,F,
2408M,24901,C309,N,11,2408M-04,309,3,F,0B0001D0309CA,F,
2408M,24969,D309,N,11,2408M-04,309,4,F,0B0001D0309DA,F,
2408M,24672,E309,N,11,2408M-04,309,5,F,0B0001D0309EA,F,
2408M,25150,F309,N,11,2408M-04,309,6,F,0B0001D0309FA,F,
2408M,25278,G309,N,11,2408M-04,309,7,F,0B0001D0309GA,F,
2408M,24898,B310,N,11,2408M-04,310,2,F,0B0001D0310BA,F,
2408M,24902,C310,N,11,2408M-04,310,3,F,0B0001D0310CA,F,
2408M,24970,D310,N,11,2408M-04,310,4,F,0B0001D0310DA,F,
2408M,24673,E310,N,11,2408M-04,310,5,F,0B0001D0310EA,F,
2408M,25151,F310,N,11,2408M-04,310,6,F,0B0001D0310FA,F,
2408M,25279,G310,N,11,2408M-04,310,7,F,0B0001D0310GA,F,
2408M,24899,B311,N,11,2408M-04,311,2,F,0B0001D0311BA,F,
2408M,24903,C311,N,11,2408M-04,311,3,F,0B0001D0311CA,F,
2408M,24971,D311,N,11,2408M-04,311,4,F,0B0001D0311DA,F,
2408M,24674,E311,N,11,2408M-04,311,5,F,0B0001D0311EA,F,
2408M,25152,F311,N,11,2408M-04,311,6,F,0B0001D0311FA,F,
2408M,25280,G311,N,11,2408M-04,311,7,F,0B0001D0311GA,F,
2408M,24069,B312,N,11,2408M-04,312,2,F,0B0001D0312BA,F,
2408M,24070,C312,N,11,2408M-04,312,3,F,0B0001D0312CA,F,
2408M,21178,D312,N,11,2408M-04,312,4,F,0B0001D0312DA,F,
2408M,24195,B313,N,11,2408M-04,313,2,F,0B0001D0313BA,F,
2408M,24196,C313,N,11,2408M-04,313,3,F,0B0001D0313CA,F,
2408M,24197,D313,N,11,2408M-04,313,4,F,0B0001D0313DA,F,
2408M,22809,A314,N,10,2408M-04,314,1,F,0B0001D0314AA,F,
2408M,22810,B314,N,11,2408M-04,314,2,F,0B0001D0314BA,F,
2408M,22811,C314,N,11,2408M-04,314,3,F,0B0001D0314CA,F,
2408M,22823,D314,N,11,2408M-04,314,4,F,0B0001D0314DA,F,
2408M,24676,E314,N,11,2408M-04,314,5,F,0B0001D0314EA,F,
2408M,25154,F314,N,11,2408M-04,314,6,F,0B0001D0314FA,F,
2408M,25282,G314,N,11,2408M-04,314,7,F,0B0001D0314GA,F,
2408M,22812,A315,N,10,2408M-04,315,1,F,0B0001D0315AA,F,
2408M,22813,B315,N,11,2408M-04,315,2,F,0B0001D0315BA,F,
2408M,22814,C315,N,11,2408M-04,315,3,F,0B0001D0315CA,F,
2408M,22822,D315,N,11,2408M-04,315,4,F,0B0001D0315DA,F,
2408M,24675,E315,N,11,2408M-04,315,5,F,0B0001D0315EA,F,
2408M,25153,F315,N,11,2408M-04,315,6,F,0B0001D0315FA,F,
2408M,25281,G315,N,11,2408M-04,315,7,F,0B0001D0315GA,F,
2408M,22821,D316,N,13,2408M-04,316,4,F,0B0001D0316DA,F,
2408M,24652,adozo_adoszam_05,S,11,2408M-05,1,0,F,0C0001B001A,F,
2408M,24651,adozo_adoazonosito_jel_05,S,10,2408M-05,2,0,F,0C0001B002A,F,
2408M,24653,adoazonosito_jel_05,S,10,2408M-05,3,0,F,0C0001B003A,F,
2408M,24654,adoszam_05,S,11,2408M-05,4,0,F,0C0001B004A,F,
2408M,24657,csaladi_titulus_05,S,11,2408M-05,5,0,F,0C0001B005A,F,
2408M,24655,csaladi_vnev_05,S,40,2408M-05,6,0,F,0C0001B006A,F,
2408M,24656,csaladi_knev_05,S,40,2408M-05,7,0,F,0C0001B007A,F,
2408M,25092,B317,N,13,2408M-05,317,2,F,0C0001C0317BA,F,
2408M,25141,B318,N,13,2408M-05,318,2,F,0C0001C0318BA,F,
2408M,25283,B319,N,13,2408M-05,319,2,F,0C0001C0319BA,F,
2408M,25157,A320,S,11,2408M-05,320,1,F,0C0001C0320AA,F,
2408M,25096,B320,N,13,2408M-05,320,2,F,0C0001C0320BA,F,
2408M,25100,A321,N,13,2408M-05,321,1,F,0C0001C0321AA,F,
2408M,25099,B321,N,13,2408M-05,321,2,F,0C0001C0321BA,F,
2408M,25102,A322,N,13,2408M-05,322,1,F,0C0001C0322AA,F,
2408M,25101,B322,N,13,2408M-05,322,2,F,0C0001C0322BA,F,
2408M,25103,B323,N,13,2408M-05,323,2,F,0C0001C0323BA,F,
2408M,25104,B324,N,13,2408M-05,324,2,F,0C0001C0324BA,F,
2408M,25105,B325,N,13,2408M-05,325,2,F,0C0001C0325BA,F,
2408M,22830,B330,N,13,2408M-05,330,2,F,0C0001D0330BA,F,
2408M,22831,B331,N,13,2408M-05,331,2,F,0C0001D0331BA,F,
2408M,22832,B332,N,13,2408M-05,332,2,F,0C0001D0332BA,F,
2408M,24257,A338,S,10,2408M-05,338,1,F,0C0001E0338AA,F,
2408M,24256,B338,S,80,2408M-05,338,2,F,0C0001E0338BA,F,
2408M,24478,A339,N,8,2408M-05,339,1,F,0C0001E0339AA,F,
2408M,24389,oldalszam_06,N,2,2408M-06,1,0,T,0DXXXXB001A,F,
2408M,24258,adozo_adoszam_06,S,11,2408M-06,2,0,T,0DXXXXB002A,F,
2408M,24259,adozo_adoazonosito_jel_06,S,10,2408M-06,3,0,T,0DXXXXB003A,F,
2408M,24260,adoazonosito_jel_06,S,10,2408M-06,4,0,T,0DXXXXB004A,F,
2408M,24261,adoszam_06,S,11,2408M-06,5,0,T,0DXXXXB005A,F,
2408M,24262,csaladi_titulus_06,S,11,2408M-06,6,0,T,0DXXXXB006A,F,
2408M,24263,csaladi_vnev_06,S,40,2408M-06,7,0,T,0DXXXXB007A,F,
2408M,24264,csaladi_knev_06,S,40,2408M-06,8,0,T,0DXXXXB008A,F,
2408M,24964,A341,S,2,2408M-06,341,1,T,0DXXXXC0341AA,F,
2408M,24962,A342,S,2,2408M-06,342,1,T,0DXXXXC0342AA,F,
2408M,25286,A343,S,2,2408M-06,343,1,T,0DXXXXC0343AA,F,
2408M,25284,A344,S,2,2408M-06,344,1,T,0DXXXXC0344AA,F,
2408M,24461,A345,S,1,2408M-06,345,1,T,0DXXXXC0345AA,F,
2408M,24463,A346,S,10,2408M-06,346,1,T,0DXXXXC0346AA,F,
2408M,24462,B346,S,80,2408M-06,346,2,T,0DXXXXC0346BA,F,
2408M,24904,A350,S,1,2408M-06,350,1,T,0DXXXXD0350AA,F,
2408M,24318,B350,S,10,2408M-06,350,2,T,0DXXXXD0350BA,F,
2408M,24319,C350,S,80,2408M-06,350,3,T,0DXXXXD0350CA,F,
2408M,24334,D350,S,1,2408M-06,350,4,T,0DXXXXD0350DA,F,
2408M,24335,E350,S,1,2408M-06,350,5,T,0DXXXXD0350EA,F,
2408M,24905,F350,S,40,2408M-06,350,6,T,0DXXXXD0350FA,F,
2408M,24907,G350,N,8,2408M-06,350,7,T,0DXXXXD0350GA,F,
2408M,24456,H350,N,8,2408M-06,350,8,T,0DXXXXD0350HA,F,
2408M,25288,I350,S,1,2408M-06,350,9,T,0DXXXXD0350IA,F,
2408M,24922,A351,S,1,2408M-06,351,1,T,0DXXXXD0351AA,F,
2408M,24908,B351,S,10,2408M-06,351,2,T,0DXXXXD0351BA,F,
2408M,24909,C351,S,80,2408M-06,351,3,T,0DXXXXD0351CA,F,
2408M,24910,D351,S,1,2408M-06,351,4,T,0DXXXXD0351DA,F,
2408M,24911,E351,S,1,2408M-06,351,5,T,0DXXXXD0351EA,F,
2408M,24923,F351,S,40,2408M-06,351,6,T,0DXXXXD0351FA,F,
2408M,24925,G351,N,8,2408M-06,351,7,T,0DXXXXD0351GA,F,
2408M,24912,H351,N,8,2408M-06,351,8,T,0DXXXXD0351HA,F,
2408M,25289,I351,S,1,2408M-06,351,9,T,0DXXXXD0351IA,F,
2408M,24940,A352,S,1,2408M-06,352,1,T,0DXXXXD0352AA,F,
2408M,24926,B352,S,10,2408M-06,352,2,T,0DXXXXD0352BA,F,
2408M,24927,C352,S,80,2408M-06,352,3,T,0DXXXXD0352CA,F,
2408M,24928,D352,S,1,2408M-06,352,4,T,0DXXXXD0352DA,F,
2408M,24929,E352,S,1,2408M-06,352,5,T,0DXXXXD0352EA,F,
2408M,24941,F352,S,40,2408M-06,352,6,T,0DXXXXD0352FA,F,
2408M,24943,G352,N,8,2408M-06,352,7,T,0DXXXXD0352GA,F,
2408M,24930,H352,N,8,2408M-06,352,8,T,0DXXXXD0352HA,F,
2408M,25290,I352,S,1,2408M-06,352,9,T,0DXXXXD0352IA,F,
2408M,24958,A353,S,1,2408M-06,353,1,T,0DXXXXD0353AA,F,
2408M,24944,B353,S,10,2408M-06,353,2,T,0DXXXXD0353BA,F,
2408M,24945,C353,S,80,2408M-06,353,3,T,0DXXXXD0353CA,F,
2408M,24946,D353,S,1,2408M-06,353,4,T,0DXXXXD0353DA,F,
2408M,24947,E353,S,1,2408M-06,353,5,T,0DXXXXD0353EA,F,
2408M,24959,F353,S,40,2408M-06,353,6,T,0DXXXXD0353FA,F,
2408M,24961,G353,N,8,2408M-06,353,7,T,0DXXXXD0353GA,F,
2408M,24948,H353,N,8,2408M-06,353,8,T,0DXXXXD0353HA,F,
2408M,25291,I353,S,1,2408M-06,353,9,T,0DXXXXD0353IA,F,
2408M,22393,adozo_adoszam_07,S,11,2408M-07,1,0,F,0E0001B001A,F,
2408M,22394,adozo_adoazonosito_jel_07,S,10,2408M-07,2,0,F,0E0001B002A,F,
2408M,22395,adoazonosito_jel_07,S,10,2408M-07,3,0,F,0E0001B003A,F,
2408M,22396,adoszam_07,S,11,2408M-07,4,0,F,0E0001B004A,F,
2408M,22397,csaladi_titulus_07,S,11,2408M-07,5,0,F,0E0001B005A,F,
2408M,22398,csaladi_vnev_07,S,40,2408M-07,6,0,F,0E0001B006A,F,
2408M,22399,csaladi_knev_07,S,40,2408M-07,7,0,F,0E0001B007A,F,
2408M,25155,jelolje_Xel_07,L,1,2408M-07,1,0,F,0E0001C001A,F,
2408M,14132,B360,N,11,2408M-07,360,2,F,0E0001D0360BA,F,
2408M,14133,B361,N,11,2408M-07,361,2,F,0E0001D0361BA,F,
2408M,14134,B362,N,11,2408M-07,362,2,F,0E0001D0362BA,F,
2408M,14136,B363,N,11,2408M-07,363,2,F,0E0001D0363BA,F,
2408M,14413,C363,N,11,2408M-07,363,3,F,0E0001D0363CA,F,
2408M,14406,D363,N,11,2408M-07,363,4,F,0E0001D0363DA,F,
2408M,14407,E363,N,11,2408M-07,363,5,F,0E0001D0363EA,F,
2408M,25114,A364,N,11,2408M-07,364,1,F,0E0001D0364AA,F,
2408M,14144,B364,N,11,2408M-07,364,2,F,0E0001D0364BA,F,
2408M,14145,D364,N,11,2408M-07,364,4,F,0E0001D0364DA,F,
2408M,14146,E364,N,11,2408M-07,364,5,F,0E0001D0364EA,F,
2408M,25115,A365,N,11,2408M-07,365,1,F,0E0001D0365AA,F,
2408M,24580,B365,N,11,2408M-07,365,2,F,0E0001D0365BA,F,
2408M,24581,D365,N,11,2408M-07,365,4,F,0E0001D0365DA,F,
2408M,24582,E365,N,11,2408M-07,365,5,F,0E0001D0365EA,F,
2408M,14147,B366,N,11,2408M-07,366,2,F,0E0001D0366BA,F,
2408M,14148,D366,N,11,2408M-07,366,4,F,0E0001D0366DA,F,
2408M,14149,E366,N,11,2408M-07,366,5,F,0E0001D0366EA,F,
2408M,14153,B367,N,11,2408M-07,367,2,F,0E0001D0367BA,F,
2408M,14160,C367,N,11,2408M-07,367,3,F,0E0001D0367CA,F,
2408M,14154,D367,N,11,2408M-07,367,4,F,0E0001D0367DA,F,
2408M,14155,E367,N,11,2408M-07,367,5,F,0E0001D0367EA,F,
2408M,14159,B368,N,11,2408M-07,368,2,F,0E0001D0368BA,F,
2408M,14164,C368,N,11,2408M-07,368,3,F,0E0001D0368CA,F,
2408M,14161,D368,N,11,2408M-07,368,4,F,0E0001D0368DA,F,
2408M,14162,E368,N,11,2408M-07,368,5,F,0E0001D0368EA,F,
2408M,14169,B369,N,15,2408M-07,369,2,F,0E0001D0369BA,F,
2408M,14170,C369,N,15,2408M-07,369,3,F,0E0001D0369CA,F,
2408M,14171,D369,N,15,2408M-07,369,4,F,0E0001D0369DA,F,
2408M,14172,E369,N,15,2408M-07,369,5,F,0E0001D0369EA,F,
2408M,24607,A385,N,10,2408M-07,385,1,F,0E0001E0385AA,F,
2408M,23606,C385,N,11,2408M-07,385,3,F,0E0001E0385CA,F,
2408M,24608,A386,N,10,2408M-07,386,1,F,0E0001E0386AA,F,
2408M,23607,C386,N,11,2408M-07,386,3,F,0E0001E0386CA,F,
2408M,24801,A396,N,11,2408M-07,396,1,F,0E0001F0396AA,F,
2408M,24802,A397,N,11,2408M-07,397,1,F,0E0001F0397AA,F,
2408M,24803,A398,N,11,2408M-07,398,1,F,0E0001F0398AA,F,
2408M,24819,A399,N,11,2408M-07,399,1,F,0E0001F0399AA,F,
2408M,24820,A400,N,11,2408M-07,400,1,F,0E0001F0400AA,F,
2408M,24804,A401,N,11,2408M-07,401,1,F,0E0001F0401AA,F,
2408M,24805,A402,S,1,2408M-07,402,1,F,0E0001F0402AA,F,
2408M,24806,B402,S,1,2408M-07,402,2,F,0E0001F0402BA,F,
2408M,24807,C402,S,1,2408M-07,402,3,F,0E0001F0402CA,F,
2408M,24808,D402,S,1,2408M-07,402,4,F,0E0001F0402DA,F,
2408M,24809,E402,S,1,2408M-07,402,5,F,0E0001F0402EA,F,
2408M,24810,F402,S,1,2408M-07,402,6,F,0E0001F0402FA,F,
2408M,24818,G402,S,1,2408M-07,402,7,F,0E0001F0402GA,F,
2408M,24817,A403,N,11,2408M-07,403,1,F,0E0001F0403AA,F,
2408M,24812,A404,N,11,2408M-07,404,1,F,0E0001F0404AA,F,
2408M,24813,A405,N,11,2408M-07,405,1,F,0E0001F0405AA,F,
2408M,24814,A406,N,11,2408M-07,406,1,F,0E0001F0406AA,F,
2408M,24815,A407,N,11,2408M-07,407,1,F,0E0001F0407AA,F,
2408M,24816,A408,N,11,2408M-07,408,1,F,0E0001F0408AA,F,
2408M,24811,A409,N,11,2408M-07,409,1,F,0E0001F0409AA,F,
2408M,25398,A410,N,11,2408M-07,410,1,F,0E0001F0410AA,F,
2408M,15817,oldalszam_08,N,2,2408M-08,1,0,T,0FXXXXB001A,F,
2408M,15816,adozo_adoszam_08,S,11,2408M-08,2,0,T,0FXXXXB002A,F,
2408M,15820,adozo_adoazonosito_jel_08,S,10,2408M-08,3,0,T,0FXXXXB003A,F,
2408M,15819,adoazonosito_jel_08,S,10,2408M-08,4,0,T,0FXXXXB004A,F,
2408M,15818,adoszam_08,S,11,2408M-08,5,0,T,0FXXXXB005A,F,
2408M,17070,csaladi_titulus_08,S,11,2408M-08,6,0,T,0FXXXXB006A,F,
2408M,17068,csaladi_vnev_08,S,40,2408M-08,7,0,T,0FXXXXB007A,F,
2408M,17069,csaladi_knev_08,S,40,2408M-08,8,0,T,0FXXXXB008A,F,
2408M,16494,biztositastol_08,N,8,2408M-08,1,0,T,0FXXXXC001A,F,
2408M,16495,biztositasig_08,N,8,2408M-08,2,0,T,0FXXXXC002A,F,
2408M,16496,alkminnykod_08,S,2,2408M-08,3,0,T,0FXXXXC003A,F,
2408M,16497,alkminkod_08,S,3,2408M-08,4,0,T,0FXXXXC004A,F,
2408M,16498,jogviszonytol_08,S,6,2408M-08,5,0,T,0FXXXXC005A,F,
2408M,16499,jogviszonysrsz_08,S,3,2408M-08,6,0,T,0FXXXXC006A,F,
2408M,25091,08_tbj_27,S,1,2408M-08,7,0,T,0FXXXXC007A,F,
2408M,24600,08_nem_biztosított,L,1,2408M-08,8,0,T,0FXXXXC008A,F,
2408M,25161,08_Art1_11,L,1,2408M-08,9,0,T,0FXXXXC009A,F,
2408M,13653,A520,S,4,2408M-08,520,1,T,0FXXXXD0520AA,F,
2408M,13654,B520,N,8,2408M-08,520,2,T,0FXXXXD0520BA,F,
2408M,13655,C520,N,8,2408M-08,520,3,T,0FXXXXD0520CA,F,
2408M,14246,A521,S,4,2408M-08,521,1,T,0FXXXXD0521AA,F,
2408M,14247,B521,N,8,2408M-08,521,2,T,0FXXXXD0521BA,F,
2408M,14248,C521,N,8,2408M-08,521,3,T,0FXXXXD0521CA,F,
2408M,13656,A522,S,4,2408M-08,522,1,T,0FXXXXD0522AA,F,
2408M,13657,B522,N,8,2408M-08,522,2,T,0FXXXXD0522BA,F,
2408M,13658,C522,N,8,2408M-08,522,3,T,0FXXXXD0522CA,F,
2408M,13659,A523,N,2,2408M-08,523,1,T,0FXXXXD0523AA,F,
2408M,13660,B523,N,8,2408M-08,523,2,T,0FXXXXD0523BA,F,
2408M,13661,C523,N,8,2408M-08,523,3,T,0FXXXXD0523CA,F,
2408M,13662,A524,N,2,2408M-08,524,1,T,0FXXXXD0524AA,F,
2408M,13663,B524,N,8,2408M-08,524,2,T,0FXXXXD0524BA,F,
2408M,13664,C524,N,8,2408M-08,524,3,T,0FXXXXD0524CA,F,
2408M,13665,A525,N,2,2408M-08,525,1,T,0FXXXXD0525AA,F,
2408M,13666,B525,N,8,2408M-08,525,2,T,0FXXXXD0525BA,F,
2408M,13667,C525,N,8,2408M-08,525,3,T,0FXXXXD0525CA,F,
2408M,13668,A526,S,2,2408M-08,526,1,T,0FXXXXD0526AA,F,
2408M,13669,B526,N,8,2408M-08,526,2,T,0FXXXXD0526BA,F,
2408M,13670,C526,N,8,2408M-08,526,3,T,0FXXXXD0526CA,F,
2408M,13671,A527,S,2,2408M-08,527,1,T,0FXXXXD0527AA,F,
2408M,13672,B527,N,8,2408M-08,527,2,T,0FXXXXD0527BA,F,
2408M,13673,C527,N,8,2408M-08,527,3,T,0FXXXXD0527CA,F,
2408M,13674,A528,S,2,2408M-08,528,1,T,0FXXXXD0528AA,F,
2408M,13675,B528,N,8,2408M-08,528,2,T,0FXXXXD0528BA,F,
2408M,13676,C528,N,8,2408M-08,528,3,T,0FXXXXD0528CA,F,
2408M,13677,A529,S,2,2408M-08,529,1,T,0FXXXXD0529AA,F,
2408M,13678,B529,N,8,2408M-08,529,2,T,0FXXXXD0529BA,F,
2408M,13679,C529,N,8,2408M-08,529,3,T,0FXXXXD0529CA,F,
2408M,13680,A530,S,2,2408M-08,530,1,T,0FXXXXD0530AA,F,
2408M,13681,B530,N,8,2408M-08,530,2,T,0FXXXXD0530BA,F,
2408M,13682,C530,N,8,2408M-08,530,3,T,0FXXXXD0530CA,F,
2408M,13683,A531,S,2,2408M-08,531,1,T,0FXXXXD0531AA,F,
2408M,13684,B531,N,8,2408M-08,531,2,T,0FXXXXD0531BA,F,
2408M,13685,C531,N,8,2408M-08,531,3,T,0FXXXXD0531CA,F,
2408M,13686,A532,S,2,2408M-08,532,1,T,0FXXXXD0532AA,F,
2408M,13687,B532,N,8,2408M-08,532,2,T,0FXXXXD0532BA,F,
2408M,13688,C532,N,8,2408M-08,532,3,T,0FXXXXD0532CA,F,
2408M,13689,A533,S,2,2408M-08,533,1,T,0FXXXXD0533AA,F,
2408M,13690,B533,N,8,2408M-08,533,2,T,0FXXXXD0533BA,F,
2408M,13691,C533,N,8,2408M-08,533,3,T,0FXXXXD0533CA,F,
2408M,13692,A534,S,2,2408M-08,534,1,T,0FXXXXD0534AA,F,
2408M,13693,B534,N,8,2408M-08,534,2,T,0FXXXXD0534BA,F,
2408M,13694,C534,N,8,2408M-08,534,3,T,0FXXXXD0534CA,F,
2408M,13695,A535,S,2,2408M-08,535,1,T,0FXXXXD0535AA,F,
2408M,13696,B535,N,8,2408M-08,535,2,T,0FXXXXD0535BA,F,
2408M,13697,C535,N,8,2408M-08,535,3,T,0FXXXXD0535CA,F,
2408M,13698,A536,S,2,2408M-08,536,1,T,0FXXXXD0536AA,F,
2408M,13699,B536,N,8,2408M-08,536,2,T,0FXXXXD0536BA,F,
2408M,13700,C536,N,8,2408M-08,536,3,T,0FXXXXD0536CA,F,
2408M,15423,A537,S,2,2408M-08,537,1,T,0FXXXXD0537AA,F,
